;title;doi;abstract;url;publish_time;respuesta;score
737;Factors associated with COVID-19 susceptibility and severity in patients with multiple sclerosis: A systematic review;10.1101/2021.06.11.21258765;Background: We conducted this systematic review to identify factors associated with coronavirus disease (COVID-19) susceptibility and outcomes among people with multiple sclerosis (MS). Methods: Available studies from PubMed, Scopus, EMBASE, Web of Science, and gray literature including reference list and conference abstracts were searched from December 1, 2019, through April 12, 2021. We included cross-sectional, case-control, and cohort studies that reported risk factors of contracting COVID-19 or its outcome in patients with MS on univariate or multivariate regression analyses. Results: Out of the initial 2719 records and 1553 conference abstracts, a total of 20 studies were included. Factors associated with COVID-19 susceptibility were reported in 11 studies and risk factors for infection outcomes were discussed in 10. History of contact with an infected is strongly suggested as a risk factor for COVID-19 susceptibility. Other factors that could be associated with contracting infection are younger age, relapsing course, and anti-CD20 agents. The evidence suggests that increasing age, greater MS severity, treatment with anti-CD20 agents, previous use of corticosteroids, and specific comorbidities (obesity and coronary artery disease) could be independently associated with worse infection outcomes. Male sex is likely to be a risk factor for more severe disease. The black or African American race was reported as a possible risk factor. Conclusion: Due to a paucity of research and methodological issues, no risk factors for COVID-19 susceptibility and outcomes neither be confirmed nor excluded. Further large studies are needed to address factors associated with COVID-19 susceptibility and severity.;"http://medrxiv.org/cgi/content/short/2021.06.11.21258765v1?rss=1; https://doi.org/10.1101/2021.06.11.21258765";15/06/2021;coronavirus disease;0.9868
738;Evaluation of High Flow Local Extraction on control of the aerosol plume in an operating theatre;10.1101/2021.05.16.21257155;"Background Engineering controls are a necessity for minimising aerosol transmission of SARS-CoV-2, yet so far, little attention has been given to such interventions. High flow local extraction (HFLE) is a standard in other industries that deal with airborne contaminants. This study provides a quantitative evaluation of an HFLE concept feasible to implement in most real clinical settings. Method A unique combined experimental model of Laser sheet illumination videography paired with continuous nanoparticle counts was used to quantitatively assess the impact of HFLE in an operating theatre. Propylene Glycol was aerosolised via a customised physiological lung simulator and dispersion was measured in 3 dimensions. Cumulative probability heat maps were generated to describe aerosol behaviour. Continuous particle counts were made at 15 locations throughout the room to validate laser assessments. Results HFLE effectively reduced dispersion of simulated exhaled aerosols to undetectable levels. With the HFLE in operation and optimally positioned, the aerosol plume was tightly controlled. Particle counts remained at baseline when HFLE was active. HFLE becomes less effective with increasing distance from source. Plume behaviour in the absence of HFLE was highly variable and unpredictable. Conclusions This analysis demonstrates great potential for HFLE to have a significant impact in reducing aerosol transmission. Simple HFLE devices can be easily engineered and could be widely deployed without impacting on the safe delivery of care. Keywords: aerosol; high flow local extraction; aerosol-generating procedure; tracheal intubation; SARS-CoV-2; COVID-19; plume; personal protective equipment; engineering controls";"https://doi.org/10.1101/2021.05.16.21257155; http://medrxiv.org/cgi/content/short/2021.05.16.21257155v1?rss=1";18/05/2021;19;0.9782
739;Ex vivo infection of murine precision-cut lung tissue slices with Mycobacterium abscessus: a model to study antimycobacterial agents;10.1186/s12941-020-00399-3;BACKGROUND: Multidrug-resistant infections due to Mycobacterium abscessus often require complex and prolonged regimens for treatment. Here, we report the evaluation of a new ex vivo antimicrobial susceptibility testing model using organotypic cultures of murine precision-cut lung slices, an experimental model in which metabolic activity, and all the usual cell types of the organ are found while the tissue architecture and the interactions between the different cells are maintained. METHODS: Precision cut lung slices (PCLS) were prepared from the lungs of wild type BALB/c mice using the Krumdieck(®) tissue slicer. Lung tissue slices were ex vivo infected with the virulent M. abscessus strain L948. Then, we tested the antimicrobial activity of two drugs: imipenem (4, 16 and 64 μg/mL) and tigecycline (0.25, 1 and 4 μg/mL), at 12, 24 and 48 h. Afterwards, CFUs were determined plating on blood agar to measure the surviving intracellular bacteria. The viability of PCLS was assessed by Alamar Blue assay and corroborated using histopathological analysis. RESULTS: PCLS were successfully infected with a virulent strain of M. abscessus as demonstrated by CFUs and detailed histopathological analysis. The time-course infection, including tissue damage, parallels in vivo findings reported in genetically modified murine models for M. abscessus infection. Tigecycline showed a bactericidal effect at 48 h that achieved a reduction of > 4log(10) CFU/mL against the intracellular mycobacteria, while imipenem showed a bacteriostatic effect. CONCLUSIONS: The use of this new organotypic ex vivo model provides the opportunity to test new drugs against M. abscessus, decreasing the use of costly and tedious animal models.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7680588/;22/11/2020;Multidrug-resistant infections;0.9042
740;An update on novel COVID-19 pandemic: a battle between humans and virus.;10.26355/eurrev_202005_21377;In the 21st century, human civilization has witnessed three major epidemics caused by Coronaviruses namely severe acute respiratory syndrome coronavirus (SARS CoV) in 2003, Middle East respiratory syndrome coronavirus (MERS CoV) in 2012 and 2019 novel coronavirus (2019 nCoV) or coronavirus disease (COVID 19) in 2019. Among these, COVID-19 has greater transmission and mortality rate. 2019 nCoV belongs to a large family of positive sense single-stranded RNA viruses (+ssRNA) that can be isolated in different animal species. The most communal symptoms of COVID-19 include fever, cough, and shortness of breath during the incubation period (2-14 days) of infection. COVID-19 transmission is occurring from infected humans to close contact with one another through respiratory droplets, coughs, and sneezes of infected person. Moreover, the virus containing surfaces may also transmit the infection. Diagnosis is being carried out by collecting a nasopharyngeal swab or sputum specimen for detection of SARS-CoV-2 RNA by reverse-transcription polymerase chain reaction (RT-PCR). Rapid diagnosing methods are also under development which can diagnose COVID 19 in few minutes to hours. Currently, there is no specific cure or preventive therapeutics available. Hence, based upon limited in-vitro and anecdotal data, Chloroquine, or Hydroxychloroquine, Remdesivir, Lopinavir and Ritonavir are being employed in the management. Search for new specific anti-viral drugs from natural/synthetic origins is under full swing and many of them are currently used as chemotherapeutic drugs under clinical investigation. Yet, there is a strong need for development of vaccine, which may take several months to few years for the development.;"https://doi.org/10.26355/eurrev_202005_21377; https://www.ncbi.nlm.nih.gov/pubmed/32495921/";01/05/2020;coronavirus disease;0.9578
741;Transfer learning to detect COVID-19 automatically from X-ray images, using convolutional neural networks;10.1101/2020.08.25.20182170;Novel coronavirus pneumonia (COVID-19) is a contagious disease that has already caused thousands of deaths and infected millions of people worldwide. Thus, all technological gadgets that allow the fast detection of COVID- 19 infection with high accuracy can offer help to healthcare professionals. This study is purposed to explore the effectiveness of artificial intelligence (AI) in the rapid and reliable detection of COVID-19 based on chest X-ray imaging. In this study, reliable pre-trained deep learning algorithms were applied to achieve the automatic detection of COVID-19-induced pneumonia from digital chest X-ray images. Moreover, the study aims to evaluate the performance of advanced neural architectures proposed for the classification of medical images over recent years. The data set used in the experiments involves 274 COVID-19 cases, 380 viral pneumonia, and 380 healthy cases, which was derived from several open sources of X-Rays, and the data available online. The confusion matrix provided a basis for testing the post-classification model. Furthermore, an open-source library PYCM was used to support the statistical parameters. The study revealed the superiority of Model vgg16 over other models applied to conduct this research where the model performed best in terms of overall scores and based-class scores. According to the research results, deep Learning with X-ray imaging is useful in the collection of critical biological markers associated with COVID-19 infection. The technique is conducive for the physicians to make a diagnosis of COVID-19 infection. Meanwhile, the high accuracy of this computer-aided diagnostic tool can significantly improve the speed and accuracy of COVID-19 diagnosis.;"https://doi.org/10.1101/2020.08.25.20182170; http://medrxiv.org/cgi/content/short/2020.08.25.20182170v1?rss=1";31/08/2020;Novel coronavirus pneumonia;0.9116
742;Investigation of the inhibitory activity of some dietary bioactive flavonoids against SARS-CoV-2 using molecular dynamics simulations and MM-PBSA calculations.;10.1080/07391102.2021.1891139;Eventhough the development of vaccine against COVID-19 pandemic is progressing in different part of the world a well-defined treatment plan is not yet developed. Therefore, we investigate the inhibitory activity of a group of dietary bioactive flavonoids against SARS-CoV-2 main protease (Mpro), which are identified as one of the potential targets in the drug discovery process of COVID-19. After the initial virtual screening of a number of bioactive flavonoids, the binding affinity of three compounds - Naringin, Naringenin and Amentoflavone - at the active site of Mpro was investigated through MD Simulations, MM-PBSA and DFT Binding Energy calculations. From the MD trajectory analysis, Amentoflavone and Naringin showed consistent protein-ligand interactions with the aminoacid residues of the active site domains of Mpro. The excellent inhibitory activity of Amentoflavone and Naringin was established from its MM-PBSA binding energy values of -190.50 and -129.87 kJ/mol respectively. The MET165 residue of Mpro is identified as one of the key residue which contributed significantly to MM-PBSA binding energy through hydrophobic interactions. Furthermore, the DFT binding energy values of Amentoflavone (-182.92 kJ/mol) and Naringin (-160.67 kJ/mol) in active site molecular clusters with hydrogen bonds confirmed their potential inhibitory activity. These compounds are of high interest because of their wide availability, low cost, no side effects, and long history of use. We can prevent the severity of this disease for home care patients using these effective dietary supplements. We are hopeful that our results have implications for the development of prophylaxis of COVID-19.Communicated by Ramaswamy H. Sarma.;"https://doi.org/10.1080/07391102.2021.1891139; https://www.ncbi.nlm.nih.gov/pubmed/33618628/";23/02/2021;prophylaxis;0.9595
743;Paracetamol, NSAIDs, and glucocorticoids for postoperative pain: a protocol for a systematic review with meta-analysis and Trial Sequential Analysis.;10.1111/aas.13943;BACKGROUND Multimodal analgesia is the leading principle for managing postoperative pain. Recent guidelines recommend combinations of paracetamol and an NSAID for most surgeries. Glucocorticoids have been used for decades due to their potent anti-inflammatory and antipyretic properties. Subsequently, glucocorticoids may improve postoperative analgesia. We will perform a systematic review to assess benefits and harms of adding glucocorticoids to paracetamol and NSAIDs. We expect to uncover pros and cons of the addition of glucocorticoid to the basic standard regimen of paracetamol and NSAIDs for postoperative analgesia. METHOD This protocol for a systematic review was written according to the The Preferred Reporting Items for Systematic Review and Meta-Analysis Protocols guidelines. We will search for trials in the following electronic databases: Medline, CENTRAL, CDSR and Embase. Two authors will independently screen trials for inclusion using Covidence, extract data and assess risk of bias using Cochrane's ROB 2 tool. We will analyse data using Review Manager and Trial Sequential Analysis. Meta-analysis will be performed according to the Cochrane guidelines and results will be validated according to the eight-step procedure suggested by Jakobsen et al. We will present our primary findings in a 'summary of findings' table. We will evaluate the overall certainty of evidence using the GRADE approach. DISCUSSION This review will aim to explore the combination of glucocorticoids together with paracetamol and NSAIDs for postoperative pain. We will attempt to provide reliable evidence regarding the role of glucocorticoids as part of a multimodal analgesic regimen in combination with paracetamol and NSAID.;"https://doi.org/10.1111/aas.13943; https://www.ncbi.nlm.nih.gov/pubmed/34138463/";17/06/2021;Multimodal analgesia;0.9254
744;Anti-IL5 Therapies for Severe Eosinophilic Asthma: Literature Review and Practical Insights;10.2147/jaa.s258594;Severe refractory asthma (SRA) still has a high economic and social impact, including a reduction in quality of life (QoL), productivity, a greater risk of exacerbations and emergency department (ED) visits. Another major issue is the need of oral corticosteroids (OCS), often due to a poor response to standard therapies or the lack of indication for currently available biological drugs. A thorough understanding of the immunological pathways and eosinophilopoietic processes allows a correct application of the new pharmacological strategies and leads to better clinical responses. For these unmet needs, several monoclonal antibody (mAb) drugs have been introduced over the past few years. These are mainly available for allergic and especially eosinophilic uncontrolled refractory asthma. As the number of therapeutic options increases, the choice of biological drugs can be made only after careful considerations of the particular asthma endotype, patients’ comorbidities and clinical data. The selection of the correct therapeutic option can therefore be guided after a careful evaluation of the particular endotype and phenotype, from the combined evaluation of inflammatory biomarkers, clinical picture and comorbidities. The careful evaluation of all these parameters can therefore help the physician in the optimal management of these complex patients, for whom it is often possible to achieve exceptional results by managing the available options in the best possible way. The aim of this review is to define the positioning of the biological drugs currently available for type 2 asthma, with a special focus on options for eosinophilic asthma in the context of the most recent knowledge of immunological pathways.;"https://doi.org/10.2147/jaa.s258594; https://www.ncbi.nlm.nih.gov/pubmed/32982318/";09/09/2020;emergency department;0.9578
745;A buprenorphine-validated rat model of opioid use disorder optimized to study sex differences in vulnerability to relapse;10.1007/s00213-020-05750-2;"RATIONALE: Opioid use disorder (OUD) is a major epidemic in the USA. Despite evidence indicating that OUD may be particularly severe for women, preclinical models have yet to establish sex as a major factor in OUD. OBJECTIVES: Here, we examined sex differences in vulnerability to relapse following intermittent access fentanyl self-administration and protracted abstinence and used buprenorphine, the FDA-approved treatment for OUD, to test the validity of our model. METHODS: Following acquisition of fentanyl self-administration under one of two training conditions, male and female rats were given extended, 24-h/day access to fentanyl (0.25 μg/kg/infusion, 10 days) using an intermittent access procedure. Vulnerability to relapse was assessed using an extinction/cue-induced reinstatement procedure following 14 days of abstinence; buprenorphine (0 or 3 mg/kg/day) was administered throughout abstinence. RESULTS: Levels of drug-seeking were high following extended-access fentanyl self-administration and abstinence; buprenorphine markedly decreased drug-seeking supporting the validity of our relapse model. Females self-administered more fentanyl and responded at higher levels during subsequent extinction testing. Buprenorphine was effective in both sexes and eliminated sex and estrous phase differences in drug-seeking. Interestingly, the inclusion of a time-out during training had a major impact on later fentanyl self-administration in females, but not males, indicating that the initial exposure conditions can persistently impact vulnerability in females. CONCLUSIONS: These findings demonstrate the utility of this rat model for determining sex and hormonal influences on the development and treatment of OUD.";"https://www.ncbi.nlm.nih.gov/pubmed/33404740/; https://doi.org/10.1007/s00213-020-05750-2";06/01/2021;Opioid use disorder;0.9744
746;Building Capacity of Health Professionals in Low- and Middle-Income Countries Through Online Continuing Professional Development in Nutrition;10.1097/ceh.0000000000000334;"Continuing professional development (CPD) in low- and middle-income countries (LMICs) can build capacity of health professionals in infant and young child feeding (IYCF). However, travel to in-person workshops can be time-consuming and expensive. Thus, we developed a free online course to provide training in IYCF to health professionals globally; the course received overwhelmingly high numbers of registrations. Our aim was to conduct a program evaluation to assess course satisfaction, learning, and application using surveys administered postcourse and 9 months later. Response rates were 99% (n = 835) and 55% (n = 312), respectively. Among those who only partially completed the course, reasons for noncompletion were assessed (response rate 29%, n = 72). Data within a 1-year period were analyzed. Respondents worked in multiple settings and organizations worldwide. Nearly all (99%) reported postcourse that they learned “a lot” or “some” from all topics, and over 70% applied “a lot” of or “some” information 9 months later. In open-ended questions, respondents reported improved knowledge, skills, and competence to conduct their work; they also desired more similar training courses. Many who did not complete the course reported “not enough time” as the main reason (74%), and most (94%) wanted to continue it. The positive response to the course suggests there is an unmet need for CPD for health professionals in LMICs. Our evaluation found that online training was feasible, acceptable, and increased professionals' knowledge and application of IYCF concepts in nutrition programming. Increased use of online CPD offers the potential for global capacity-building in other health-related topics.";"https://doi.org/10.1097/ceh.0000000000000334; https://www.ncbi.nlm.nih.gov/pubmed/33560042/";05/02/2021;Continuing professional development;0.9327
747;Respiratory syncytial virus associated hospitalizations among adults with chronic medical conditions.;10.1093/cid/ciaa730;BACKGROUND In contrast with respiratory disease caused by influenza, information on the risk of respiratory syncytial virus (RSV) disease among adults with chronic medical conditions (CMCs) is limited. METHODS We linked population based surveillance of acute respiratory illness hospitalizations to national administrative data, to estimate seasonal RSV hospitalization rates among adults aged 18-80 years with certain pre-existing CMCs: chronic obstructive pulmonary disease (COPD), asthma, congestive heart failure (CHF), coronary artery disease (CAD), cerebrovascular accidents (CVA), diabetes mellitus (DM), and end-stage renal disease (ESRD). Age and ethnicity adjusted rates stratified by age group were estimated. RESULTS Among 883,999 adult residents aged 18-80 years, 281 RSV positive hospitalizations were detected during 2012-2015 winter seasons. Across all ages, RSV hospitalization rates were significantly higher among adults with COPD, asthma, CHF, and CAD compared to those without each corresponding condition. RSV hospitalization rates were significantly higher among adults with ESRD aged 50-64 years and adults with DM aged 65-80 years compared to adults in each age group without these conditions. No increased risk was seen for adults with CVA. The CMC with the highest risk of RSV hospitalization was CHF (Incidence Rate Ratio [IRR] range: 4.6-36.5 across age strata) and COPD (IRR range: 9.6-9.7). Among RSV positive adults, CHF and COPD were independently associated with increased length of hospital stay. CONCLUSIONS Adults with specific CMCs are at increased risk of RSV hospitalizations. Age affects this relationship for some CMCs. Such populations maybe relevant for future RSV prevention strategies.;"https://doi.org/10.1093/cid/ciaa730; https://www.ncbi.nlm.nih.gov/pubmed/32531019/";12/06/2020;chronic obstructive pulmonary disease;0.9743
748;Short‐term neuropsychiatric outcomes and quality of life in COVID‐19 survivors;10.1111/joim.13262;BACKGROUND: The general medical impacts of coronavirus (COVID‐19) are increasingly appreciated. However, its impact on neurocognitive, psychiatric health and quality of life (QoL) in survivors after the acute phase is poorly understood. We aimed to evaluate neurocognitive function, psychiatric symptoms and QoL in COVID‐19 survivors shortly after hospital discharge. METHODS: This was a cross‐sectional analysis of a prospective study of hospitalized COVID‐19 survivors followed up for 2 months after discharge. A battery of standardized instruments evaluating neurocognitive function, psychiatric morbidity and QoL (mental and physical components) was administered by telephone. RESULTS: Of the 229 screened patients, 179 were included in the final analysis. Amongst survivors, the prevalence of moderately impaired immediate verbal memory and learning was 38%, delayed verbal memory (11.8%), verbal fluency (34.6%) and working memory (executive function) (6.1%), respectively. Moreover, 58.7% of patients had neurocognitive impairment in at least one function. Rates of positive screening for anxiety, depression and post‐traumatic stress disorder were 29.6%, 26.8% and 25.1%, respectively. In addition, 39.1% of the patients had psychiatric morbidity. Low QoL for physical and mental components was detected in 44.1% and 39.1% of patients respectively. Delirium and psychiatric morbidity were associated with neurocognitive impairment, and female gender was related with psychiatric morbidity. CONCLUSION: Hospitalized COVID‐19 survivors showed a considerable prevalence of neurocognitive impairment, psychiatric morbidity and poor QoL in the short term. It is uncertain if these impacts persist over the long term.;"https://doi.org/10.1111/joim.13262; https://www.ncbi.nlm.nih.gov/pubmed/33533521/";13/03/2021;coronavirus;0.9909
749;Dental Practice during COVID-19 in Nepal: A Descriptive Cross-sectional Study;10.31729/jnma.5022;"INTRODUCTION: Currently, coronavirus disease (COVID-19) has become pandemic and spread globally. In Nepal, the number of COVID-19 is increasing day-by-day. This research was done to find out the impact of COVID-19 on dentists, patients, and dental practice in Nepal. METHODS: This study is a cross-sectional study conducted using an online survey from May 10 to17, 2020. A questionnaire was designed and uploaded in Freeonlinesurveys.com. Following ethical approval, the questionnaire was distributed among 500 dentists, and 406 dentists participated in the study. The survey link was dispersed to the Nepali dentists through social media and e-mail, and the results of the responses were received online. The questionnaire consisted of a total of 34 closed-ended questions containing three parts; demographic details, knowledge of dentists on COVID-19, and the impact of COVID-19 on dentists, patients, and dental treatments. RESULTS: It showed that majority of the participants were females 243 (60%) of the age group 25-29 years with the clinic as the workplace. Patients receive dental treatments only from 40 (10%) of the dentist. A high number of dentists: 284 (70%) were severely affected by the financial burden and were not receiving a salary during this lockdown. About 349(86%) of the dentist think they should do regular dental treatments, but only 101 (25%) think the dentist should do only dental emergency treatments for COVID-19 infected cases. CONCLUSIONS: Dentists, patients, and dental practice are severely affected by the COVID-19. The majority of the dentists have faced financial burdens. The dental treatments should be done with high standards of care and infection control following proper recommendations.";https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7654486/;31/10/2020;coronavirus disease;0.9712
750;Understanding preferences for HIV care among patients experiencing homelessness or unstable-housing: A discrete choice experiment.;10.1097/qai.0000000000002476;"BACKGROUND Homelessness and unstable housing (HUH) negatively impact care outcomes for people living with HIV (PLWH). To inform design of a clinic program for PLWH experiencing HUH, we quantified patient preferences and trade-offs across multiple HIV-service domains using a discrete choice experiment (DCE). METHODS We sequentially sampled PLWH experiencing HUH presenting at an urban HIV clinic with missed primary care visit and viremia in the last year to conduct a DCE. Participants chose between two hypothetical clinics varying across five service attributes: care team ""get to know me as a person"" versus not; receiving $10, $15 or $20 gift cards for clinic visits; drop-in versus scheduled visits; direct phone communication to care team versus front-desk staff; staying 2 versus 20 blocks from the clinic. We estimated attribute relative utility (i.e., preference) using mixed-effects logistic regression and calculated the monetary trade-off of preferred options. RESULTS Among 65 individuals interviewed, 61% were >40 years-old; 45% white; 77% male; 25% heterosexual; 56% lived outdoors/emergency housing, and 44% in temporary housing. Strongest preferences were for patient-centered care team (β = 3.80; 95%CI 2.57-5.02) and drop-in clinic appointments (β = 1.33; 95%CI 0.85-1.80), with a willingness to trade $32.79 (95%CI 14.75-50.81) and $11.45 (95%CI 2.95-19.95) in gift cards/visit, respectively. CONCLUSION In this DCE, PLWH-HUH were willing to trade significant financial gain to have a personal relationship with and drop-in access to their care team rather than clinic proximity and gift cards. These findings informed Ward 86's ""POP-UP"" program for PLWH-HUH and can inform ""Ending the HIV Epidemic"" efforts.";"https://doi.org/10.1097/qai.0000000000002476; https://www.ncbi.nlm.nih.gov/pubmed/32826563/";18/08/2020;Homelessness and unstable housing;0.9618
751;[Living well with kidney disease by patient and care-partner empowerment: kidney health for everyone everywhere].;10.5546/aap.2021.eng.213;"Living with chronic kidney disease (CKD) is associated with hardships for patients and their care-partners. Empowering patients and their care-partners, including family members or friends involved in their care, may help minimize the burden and consequences of CKD related symptoms to enable life participation. There is a need to broaden the focus on living well with kidney disease and re-engagement in life, including an emphasis on patients being in control. The World Kidney Day (WKD) Joint Steering Committee has declared 2021 the year of ""Living Well with Kidney Disease"" in an effort to increase education and awareness on the important goal of patient empowerment and life participation. This calls for the development and implementation of validated patient-reported outcome measures to assess and address areas of life participation in routine care. It could be supported by regulatory agencies as a metric for quality care or to support labelling claims for medicines and devices. Funding agencies could establish targeted calls for research that address the priorities of patients. Patients with kidney disease and their care-partners should feel supported to live well through concerted efforts by kidney care communities including during pandemics. In the overall wellness program for kidney disease patients, the need for prevention should be reiterated. Early detection with a prolonged course of wellness despite kidney disease, after effective secondary and tertiary prevention programs, should be promoted. WKD 2021 continues to call for increased awareness of the importance of preventive measures throughout populations, professionals, and policy makers, applicable to both developed and developing countries.";"https://doi.org/10.5546/aap.2021.eng.213; https://www.ncbi.nlm.nih.gov/pubmed/34033423/";01/06/2021;Living with chronic kidney disease;0.9568
752;Clinical features and outcomes of COVID-19 in Patients with Solid Tumors: Turkish National Registry Data.;10.1002/ijc.33426;We present demographic, clinical, laboratory characteristics, and outcomes of the patients with solid malignancies and Novel Coronavirus Disease (COVID-19) collected from the National COVID-19 Registry of Turkey. A total of 1523 patients with a current or past diagnosis of solid tumors and diagnosed with COVID-19 (confirmed with PCR) between 11 March and 20 May, 2020, were included. The primary outcome was 30-day mortality. Median age was 61 (range:18-94), and 752 (49%) were male. The most common types of cancers were breast (19.8%), prostate (10.9%), and colorectal cancer (10.8%). 65% of the patients had at least one comorbidity. At least one Covid-19 directed therapy was given in 73% of the patients.. Hospitalization rate of the patients was 56.6% and intensive care unit admission rate was 11.4%. 77 (5.1%) patients died within 30 days of diagnosis. The first multivariate model which included only the demographic and clinical characteristics showed older age, male gender, and presence of diabetes and receipt of cytotoxic therapy to be associated with increased 30-day mortality, while breast and prostate cancer diagnoses were associated with lower 30-day mortality. In the second set, we further included laboratory parameters. The presence of leukocytosis (OR 6.7, 95 % CI 3.3-13.7, p<0,001), lymphocytopenia (OR 3,1, 95 % CI 1,6-6,1, p=0,001) and thrombocytopenia (OR 3,4 95% CI 1,5-8,1, p=0,005) were found to be associated with increased 30-day mortality. Relatively lower mortality compared with Western countries and China mainly results from differences in baseline risk factors but may also implicate the importance of intensive supportive care. This article is protected by  . All rights reserved.;"https://doi.org/10.1002/ijc.33426; https://www.ncbi.nlm.nih.gov/pubmed/33284987/";07/12/2020;Novel Coronavirus Disease;0.996
753;Risk and protective factors of dementia among adults with post-traumatic stress disorder: a systematic review protocol.;10.1136/bmjopen-2019-035517;INTRODUCTION Post-traumatic stress disorder (PTSD) is associated with an increased risk of dementia. Individual epidemiological studies have controlled for several confounders of the relationship between PTSD and increased dementia risk, yet particular risk factors underlying this relationship have not been determined. This systematic review protocol aims to identify risk and protective factors of dementia among adults with PTSD. METHODS AND ANALYSIS We will conduct an electronic search of the databases: PubMed, CINAHL, PsychINFO, The Cochrane Library, Scopus and ProQuest Dissertation and Theses Global. After screening the studies, quantitative synthesis will be performed, if possible. Otherwise, a narrative synthesis will be performed. We will include randomised controlled trials and other types of research evidence including longitudinal cohort studies. Strength of evidence will be assessed using the Grading of Recommendations, Assessment, Development and Evaluations method. Examples of variables that will be extracted are: year of PTSD diagnosis, comorbid conditions, health behaviours, pharmacological treatments and year of mild cognitive impairment or dementia diagnosis. We developed this systematic review protocol according to the Preferred Reporting Items for Systematic Review and Meta-Analysis Protocols 2015 statement. ETHICS AND DISSEMINATION The proposed study will not collect individual-level data and, therefore, does not require ethical approval. Results of this study will provide current evidence on risk and protective factors of dementia in adults with PTSD. Findings will be disseminated in peer-reviewed publications and conference presentations. PROSPERO REGISTRATION NUMBER CRD42019128553.;"https://doi.org/10.1136/bmjopen-2019-035517; https://www.ncbi.nlm.nih.gov/pubmed/32499267/";03/06/2020;dementia diagnosis;0.9719
754;Evaluation of the disease outcome in Covid-19 infected patients by disease symptoms: a retrospective cross-sectional study in Ilam Province, Iran;10.1101/2020.11.10.20228908;Backgroundnovel coronavirus disease-19 (COVID-19) announced as a global pandemic in the year 2020. With the spread of the disease, a better understanding of patient outcomes associated with their symptoms in diverse geographic levels is vital. We aimed to analysis clinical outcomes of COVID-19 patients by disease symptoms in Ilam province of Iran. MethodsThis is a retrospective study. Data were collected from integrated health system records for all hospitals affiliated to Ilam University of Medical Sciences between 26 Jan 2020 and 02 May 2020. All patients with definite positive test were enrolled in this study. We used descriptive analyses, chi-square test and binary logistic regression to analyze the data using SPSS version 22. ResultsThe mean age was 46.47{+/-}18.24 years. Of 3608 patients, 3477 (96.1%) were discharged and 129 (3.9%) were died. 54.2% of the patients were male and were in the age group of 30-40 years old age. Cough, sore throat, shortness of breath or difficulty breathing and fever or chills were the most common symptoms. People with symptoms of shortness of breath, abnormal radiographic findings of the chest, and chest pain and pressure were relatively more likely to die. Based on the findings of binary logistic regression probability of death in people who showed shortness of breath, abnormal chest radiographic findings and chest pain was 1.34, 1.24 and 1.32 times higher than those who did not show these symptoms, respectively. ConclusionOur study provides evidence that presentation of some symptoms does significantly impact on outcomes of patients infected with SARS-CoV-2. Early detection of symptoms and proper management of outcomes can reduce mortality in patients with COVID-19.;"http://medrxiv.org/cgi/content/short/2020.11.10.20228908v1?rss=1; https://doi.org/10.1101/2020.11.10.20228908";01/01/2020;Backgroundnovel coronavirus disease-19;0.9275
755;Ambulatory Assessment Methods to Examine Momentary State-Based Predictors of Opioid Use Behaviors;10.1007/s40429-020-00351-7;"PURPOSE OF REVIEW: Addiction scientists have begun using ambulatory assessment methods—including ecological momentary assessment (EMA), experience sampling, and daily diaries—to collect real-time or near-real-time reports of participants’ internal states in their natural environments. The goal of this short review is to synthesize EMA findings from our research group, which has studied several hundred outpatients during treatment for opioid-use disorder (OUD). (We cite pertinent findings from other groups, but have not tried to be comprehensive.) One of our main goals in using EMA is to examine momentary changes in internal states that proximally predict, or concurrently mark, events such as lapses to opioid use. RECENT FINDINGS: We summarize findings evaluating several classes of momentary markers or predictors (craving, stress, negative and positive moods, and physical pain/discomfort) of lapses and other states/behaviors. Craving and some negatively valenced mood states are concurrently and prospectively associated with lapses to opioid use during treatment. Craving is also concurrently and prospectively associated with momentary changes in stress and mood. Convincing evidence has not yet emerged for stress as a robust redictor of lapse to opioid use; it appears to be contributory, but neither necessary nor sufficient. SUMMARY: Ambulatory assessment can capture changes in internal states and drug-related behaviors in situ and at high temporal resolution. We recommend research strategies that may increase the clinical and prognostic utility of ambulatory assessment, including denser sampling (i.e., more assessments per day) and more attention to heterogeneity across people and across populations.";https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778403/;02/01/2021;opioid-use disorder;0.9663
