;title;doi;abstract;url;publish_time;respuesta;score
1722;CBSI as a Social Innovation to Promote the Health of Older People in Japan;10.3390/ijerph18094970;In this paper, we introduce a concept called community-based social innovation (CBSI). CBSI programs have been introduced to improve the physical and psychological well-being of older people. CBSI programs encourage older people to (1) take care of themselves and their peers, (2) sustain their well-being, and (3) create a cohesive and inclusive community. Although the emergence of CBSI programs is a global phenomenon, the variations, effectiveness, and sustainability of these programs are unknown. To uncover information about the Japanese version of CBSI programs, we conducted observations and face-to-face interviews with related personnel at two CBSI programs in rural areas of Japan in 2018. We found both positive and negative aspects in the current form of CBSI programs. As for the positives, these programs promote older people’s physical and psychological well-being and enhance community cohesiveness. However, CBSI programs face challenges, including that groups tend to be gender and age specific: men and the younger-old are less likely to show interest. A group-specific approach to CBSI programs could cause future community division, which would be contrary to the goal. Given the continued advancement of the aging population, a new approach to participant recruitment is needed.;"https://www.ncbi.nlm.nih.gov/pubmed/34067044/; https://doi.org/10.3390/ijerph18094970";7/5/2021;community-based social innovation;0.9482
1723;Family violence against children in the wake of COVID-19 pandemic: a review of current perspectives and risk factors;10.1186/s13034-020-00347-1;The situation of crisis produced by the Coronavirus (COVID-19) pandemic poses major challenges to societies all over the world. While efforts to contain the virus are vital to protect global health, these same efforts are exposing children and adolescents to an increased risk of family violence. Various criminological theories explain the causes of this new danger. The social isolation required by the measures taken in the different countries, the impact on jobs, the economic instability, high levels of tension and fear of the virus, and new forms of relationships have all increased levels of stress in the most vulnerable families and, therefore, the risk of violence. In addition, mandatory lockdowns imposed to curb the spread of the disease have trapped children in their homes, isolating them from the people and the resources that could help them. In general, the restrictive measures imposed in many countries have not been accompanied by an analysis of the access to the resources needed to reduce this risk. It is necessary to take urgent measures to intervene in these high-risk contexts so that children and adolescents can develop and prosper in a society which is likely to undergo profound changes, but in which the defense of their rights and protection must remain a major priority.;"https://www.ncbi.nlm.nih.gov/pubmed/33088340/; https://doi.org/10.1186/s13034-020-00347-1";20/10/2020;Coronavirus;0.9787
1724;Two-Dimensional-Material-Based Field-Effect Transistor Biosensor for Detecting COVID-19 Virus (SARS-CoV-2).;10.1021/acsnano.1c01188;The emergence of rapidly expanding infectious diseases such as coronavirus (COVID-19) demands effective biosensors that can promptly detect and recognize the pathogens. Field-effect transistors based on semiconducting two-dimensional (2D) materials (2D-FETs) have been identified as potential candidates for rapid and label-free sensing applications. This is because any perturbation of such atomically thin 2D channels can significantly impact their electronic transport properties. Here, we report the use of FET based on semiconducting transition metal dichalcogenide (TMDC) WSe2 as a promising biosensor for the rapid and sensitive detection of SARS-CoV-2 in vitro. The sensor is created by functionalizing the WSe2 monolayers with a monoclonal antibody against the SARS-CoV-2 spike protein and exhibits a detection limit of down to 25 fg/μL in 0.01X phosphate-buffered saline (PBS). Comprehensive theoretical and experimental studies, including density functional theory, atomic force microscopy, Raman and photoluminescence spectroscopies, and electronic transport properties, were performed to characterize and explain the device performance. The results demonstrate that TMDC-based 2D-FETs can potentially serve as sensitive and selective biosensors for the rapid detection of infectious diseases.;"https://doi.org/10.1021/acsnano.1c01188; https://www.ncbi.nlm.nih.gov/pubmed/34181385/";28/6/2021;coronavirus;0.9486
1725;The Spectrum of Neuroimaging findings on CT and MRI in Adults with Coronavirus Disease (COVID-19).;10.2214/ajr.20.24839;"Neurologic involvement is well-recognized in coronavirus disease (COVID-19). This article reviews the neuroimaging manifestations of COVID-19 on CT and MRI, presenting cases from the New York City metropolitan region encountered by the authors during the first surge of the pandemic. The most common neuroimaging manifestations are acute infarcts with large clot burden and intracranial hemorrhage, including microhemorrhages. However, a wide range of additional imaging patterns occur, including leukoencephalopathy, global hypoxic injury, acute demyelinating encephalomyelitis, cytotoxic lesions of the corpus callosum, olfactory bulb involvement, cranial nerve enhancement, and Guillain Barré syndrome. The described central nervous system abnormalities largely represent secondary involvement from immune activation that leads to a prothrombotic state and cytokine storm; evidence for direct neuroinvasion is scant. Comorbidities such as hypertension, complications of prolonged illness and hospitalization, as well as associated supportive treatments, also contribute to the central nervous system involvement in COVID-19. Routine, long-term, neurologic follow-up may be warranted, given emerging evidence of long-term microstructural and functional changes on brain imaging, after COVID-19 recovery.";"https://doi.org/10.2214/ajr.20.24839; https://www.ncbi.nlm.nih.gov/pubmed/33236647/";25/11/2020;coronavirus disease;0.972
1726;Efficacy of a Student-Led Community Contact Tracing Program Partnered with an Academic Medical Center during the COVID-19 Pandemic.;10.1016/j.annepidem.2020.10.004;PURPOSE: Contact tracing has proven successful at controlling COVID-19 globally and the Center for Health Security has recommended that the United States add 100,000 contact tracers to the current workforce. METHODS: To address gaps in local contact tracing, health professional students partnered with their academic institution to conduct contact tracing for all COVID-19 cases diagnosed on site, which included identifying and reaching their contacts, educating participants and providing social resources to support effective quarantine and isolation. RESULTS: From March 24(th) to May 28(th), 536 laboratory-confirmed COVID-19 cases were contacted and reported an average of 2.6 contacts. Contacts were informed of their exposure, asked to quarantine and monitored for the onset of symptoms. Callers reached 94% of cases and 84% of contacts. 74% of cases reported at least 1 contact. Household members had higher rates of reporting symptoms (OR 1.65, 95% CI 1.19:2.28). The average test turnaround time decreased from 21.8 days for the first patients of this program to 2.3 days on the eleventh week. CONCLUSIONS: This provides evidence for the untapped potential of community contact tracing to respond to regional needs, confront barriers to effective quarantine and mitigate the spread of COVID-19.;"https://api.elsevier.com/content/article/pii/S104727972030394X; https://www.sciencedirect.com/science/article/pii/S104727972030394X?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33775279/; https://doi.org/10.1016/j.annepidem.2020.10.004";22/10/2020;Contact tracing;0.96
1727;Bioelectrical impedance analysis for assessment of body composition in infants and young children-A systematic literature review.;10.1111/cob.12441;"Bioelectrical impedance analysis (BIA) is an easy to use, portable tool, but the accuracy of the technique in infants and young children (<24 months) remains unclear. A systematic literature review was conducted to identify studies that have developed and validated BIA equations in this age group. MEDLINE, Scopus, EMBASE, and CENTRAL were searched for relevant literature published up until June 30, 2020, using terms related to bioelectrical impedance, body composition, and paediatrics. Two reviewers independently screened studies for eligibility, resulting in 15 studies that had developed and/or validated equations. Forty-six equations were developed and 34 validations were conducted. Most equations were developed in young infants (≤6 months), whereas only seven were developed among older infants and children (6-24 months). Most studies were identified as having a high risk of bias, and only a few included predominantly healthy children born at term. Using the best available evidence, BIA appears to predict body composition at least as well as other body composition tools; however, among younger infants BIA may provide little benefit over anthropometry-based prediction equations. Currently, none of the available equations can be recommended for use in research or in clinical practice.";"https://doi.org/10.1111/cob.12441; https://www.ncbi.nlm.nih.gov/pubmed/33565254/";9/2/2021;Bioelectrical impedance analysis;0.956
1728;Effects of COVID-19 Pandemic on the Professional Roles and Responsibilities of Health Educators.;10.1177/1524839920968523;Public health professionals are at the forefront of the COVID-19 pandemic response. However, the roles and responsibilities of health educators in pandemic response are unknown. Researchers examined multiple factors that described how health educators' work priorities and lives have been affected by COVID-19. An electronic questionnaire was administered nationally to health educators to assess the effect of the pandemic on their professional responsibilities, the challenges they are facing, and their fears about the future. Of the 913 respondents, 487 (43%) reported changing work priorities, with 80% of that group (389) sharing that their work priorities shifted focus to COVID-19. Most felt qualified to take on the new job responsibilities, but many feared the inability to get back to previous work roles or for their organizations to financially withstand the pandemic. Regardless of workplace setting or job priorities, health educators are prepared in the skills outlined in the Responsibilities and Competencies for Health Education Specialists, which may have led to their abilities in shifting roles so quickly and effectively. Findings from this study may prepare public health agencies to better use and train health educators for their roles in rapidly shifting public health priorities.;"https://doi.org/10.1177/1524839920968523; https://www.ncbi.nlm.nih.gov/pubmed/33135485/";2/11/2020;Public health professionals;0.9085
1729;Review of clinical profile, risk factors, and outcomein patients with Tuberculosis and COVID -19;10.23750/abm.v92i1.10738;Coronavirus disease (COVID 19) has involved millions of people all over the world. Tuberculosis (TB) continues to affect millions of people every year with high mortality. There is limited literature on the occurrence of COVID 19 in patients with TB. We reviewed the available data on various clinical details, management, and outcome among patients with COVID-19 and TB. 8 studies reported a total of 80 patients with this coinfection. These patients were reported from 9 different countries, with Italy reporting the largest number of cases. Migrant, males constituted a major proportion of cases. Most reported patients were symptomatic. Fever, dry cough, and dyspnea were the most commonly reported symptoms. Bilateral ground glass opacities were more common in COVID 19 infection and cavitary lesions were more common in patients with TB. Most reported TB patients had been found to have mycobacterium tuberculosis from sputum culture in the background of pulmonary TB. Most patients of TB were treated with multidrug regimen antitubercular therapy. In all 8 studies, COVID 19 was treated as per the local protocol. Mortality was reported in more than 10% of patients. Mortality was higher in elderly patients (> 70 years) and amongst patient with multiple medical comorbidities. (www.actabiomedica.it);"https://doi.org/10.23750/abm.v92i1.10738; https://www.ncbi.nlm.nih.gov/pubmed/33682808/";10/11/2020;Coronavirus disease;0.9815
1730;Multiple introductions, regional spread and local differentiation during the first week of COVID-19 epidemic in Montevideo, Uruguay;10.1101/2020.05.09.086223;Background After its emergence in China in December 2019, the new coronavirus disease (COVID-19) caused by SARS-CoV-2, has rapidly spread infecting more than 3 million people worldwide. South America is among the last regions hit by COVID-19 pandemic. In Uruguay, first cases were detected on March 13 th 2020 presumably imported by travelers returning from Europe. Methods We performed whole-genome sequencing of 10 SARS-CoV-2 from patients diagnosed during the first week (March 16th to 19th) of COVID-19 outbreak in Uruguay. Then, we applied genomic epidemiology using a global dataset to reconstruct the local spatio-temporal dynamics of SARS-CoV-2. Results Our phylogeographic analysis showed three independent introductions of SARS-CoV-2 from different continents. Also, we evidenced regional circulation of viral strains originally detected in Spain. Introduction of SARS-CoV-2 in Uruguay could date back as early as Feb 20th. Identification of specific mutations showed rapid local genetic differentiation. Conclusions We evidenced early independent introductions of SARS-CoV-2 that likely occurred before first cases were detected. Our analysis set the bases for future genomic epidemiology studies to understand the dynamics of SARS-CoV-2 in Uruguay and the Latin America and the Caribbean region.;https://doi.org/10.1101/2020.05.09.086223;10/5/2020;coronavirus disease;0.9519
1731;Firefly Algorithm in Biomedical and Health Care: Advances, Issues and Challenges;10.1007/s42979-020-00320-x;Since the past decades, most of the nature inspired optimization algorithms (NIOA) have been developed and become admired due to their effectiveness for resolving a variety of complex problems of dissimilar domain. Firefly algorithm (FA) is well-known, yet efficient nature inspired swarm intelligence (SI) based metaheuristic algorithm. Since from its initiation, FA has become well-liked between the researchers due to its competence and turn out to be an interesting technique for the practitioners as well as researchers for solving the problems of numerous fields of research such as classifications, clustering, neural networks, biomedical engineering, healthcare as well as other research domain. Moreover, there is an outstanding track record of FA in solving biomedical engineering (BME) and healthcare (HC) problems. Abundant complexities have been worked out with the assist of FA and its variants. By taking these particulars into concern, in this paper, a first ever in-depth analysis has been addressed on the variants, importance, applications as well as enhancements of FA in BME as well as HC. The major intention behind this investigative work is to motivate the researchers to improve and innovate new solutions for multifaceted problems of healthcare and biomedical engineering using FA.;"https://www.ncbi.nlm.nih.gov/pubmed/33063057/; https://doi.org/10.1007/s42979-020-00320-x";26/9/2020;optimization algorithms;0.9081
1732;A nursing informatics response to COVID‐19: perspectives from five regions of the world;10.1111/jan.14417;The 21st century has seen several infectious disease outbreaks that have turned into epidemics and pandemics including Severe Acute Respiratory Syndrome (SARS) which began in Asia in 2003 (Poon, Guan, Nicholls, Yuen, & Peiris, 2004), followed by H1N1 that emerged in Mexico and the United States in 2009 (Belongia et al., 2010). Next came the lesser known Middle East Respiratory Syndrome (MERS) originating in Saudi Arabia in 2012 (Assiri et al., 2013), after which the Ebola outbreak in West Africa took place from 2014 to 2016, with a more recent occurrence in the Democratic Republic of Congo from 2018 to 2019 (Malvy, McElroy, de Clerck, Günther, & van Griensven, 2019). To date, the coronavirus (COVID‐19) outbreak that started in Wuhan, in the Hubei province of China, in late December 2019 seems to be eclipsing all of these previous infectious diseases in terms of its global reach and impact (Wang, Horby, Hayden, & Gao, 2020). After being declared by the World Health Organization (WHO) as a public health emergency on 30 January 2020 (World Health Organization, 2020c), it was elevated to a pandemic status on 11 March 2020 (World Health Organization, 2020d). As of 28 April 2020, there are more than 2.9 million cases and 202,597 deaths reported worldwide (World Health Organization, 2020b).;"https://www.ncbi.nlm.nih.gov/pubmed/32420652/; https://doi.org/10.1111/jan.14417";18/5/2020;coronavirus;0.9326
1733;Decision-Making in Future Industrial Systems: Is Ethics a New Performance Indicator?;10.1007/978-3-030-69373-2_16;This study deals with ethical aspects of decision-making in the context of future industrial systems such as depicted by the Industry 4.0 principles. These systems involve a great number of interacting elements, with more or less autonomy. In this sense, ethics may become an important mean to ensure a long-term viable joint integration of humans and artificial elements in future industrial systems merged into the society. Two complementary views can be thus identified to integrate ethics in such future industrial systems. The first view conventionally defines ethics as a non-negotiable static set of conditions and rules to be met by the considered systems throughout their lifecycle. The second view assumes that ethics can be seen as a performance factor to which a KPI (Key Performance Indicator) is associated and which can, therefore, be more or less directly measured and lead to improvement through time. Starting from an overall definition of the concept of ethics, its conventional vision and its specifications regarding future industrial systems, these two views are exposed and discussed, leading to the establishment of some properties for the definition of a generic framework to handle ethics throughout decision-making processes. Concluding remarks and prospects are finally presented.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7980841/;1/2/2021;Key Performance Indicator;0.9362
1734;Mediating effect of intolerance of uncertainty in the relationship between coping styles with stress during pandemic (COVID-19) process and compulsive buying behavior.;10.1016/j.pnpbp.2021.110321;"Novel CoronaVirus Disease (COVID-19) has begun to expand swiftly beyond all borders and turned into a global source of infection for humans in that all media corporations began to repeatedly share breaking news to release the latest data of all countries. The consequence of that has been a heightened level of anxiety among humans and opting for unorthodox consumption behaviors as consumers. In this study the attempt was to analyze human behaviors during the ongoing pandemic process from the perspective of psychology and marketing fields of science. In so doing, interrelation among anxiety, which surfaced because of Covid-19 pandemic, coping style with stress of individuals and compulsive purchase behavior has been explored. Based on these interrelations, a structural model was suggested. Findings of the research indicated that anxiety has high effect on the helpless approach dimension, which is one of the coping styles with stress; and that helpless approach alone has an effect on compulsive buying behavior. Besides, another objective of the study was to evaluate the mediating effect of intolerance of uncertainty between coping style with stress and compulsive buying behavior. That analysis evidenced that intolerance of uncertainty in such an interrelation had a partial mediating effect.";"https://doi.org/10.1016/j.pnpbp.2021.110321; https://www.ncbi.nlm.nih.gov/pubmed/33819541/";2/4/2021;Novel CoronaVirus Disease;0.9551
1735;#Healthy: smart digital food safety and nutrition communication strategies—a critical commentary;10.1038/s41538-020-00074-z;This paper explores how food safety and nutrition organisations can harness the power of search engines, games, apps, social media, and digital analytics tools to craft broad-reaching and engaging digital communications. We start with search engines, showing how organisations can identify popular food safety and nutrition queries, facilitating the creation of timely and in-demand content. To ensure this content is discoverable by search engines, we cover several non-technical aspects of search engine optimisation (SEO). We next explore the potential of games, apps, social media, and going viral for reaching and engaging the public, and how digital data-based tools can be used to optimise communications. Throughout, we draw on examples not only from Europe and North America, but also China. While we are enthusiastic about the benefits of digital communications, we recognise that they are not without their drawbacks and challenges. To help organisations evaluate whether a given digital approach is appropriate for their objectives, we end each section with a discussion of limitations. We conclude with a discussion of General Data Protection Regulation (GDPR) and the practical, philosophical, and policy challenges associated with communicating food safety and nutrition information digitally.;"https://doi.org/10.1038/s41538-020-00074-z; https://www.ncbi.nlm.nih.gov/pubmed/33083546/";1/10/2020;search engines;0.9692
1736;Evaluating the neutralizing ability of a CpG-adjuvanted S-2P subunit vaccine against SARS-CoV-2 Variants of Concern;10.1101/2021.03.19.21254000;Vaccination is currently the best weapon to control the COVID-19 pandemic. However, an alarming number of novel variants termed Variants of Concern (VoC) were found to harbor mutations that diminished the neutralizing capacity of antibodies elicited by the vaccines. We have investigated the neutralizing titers of antibodies from sera of humans and rats immunized with the MVC-COV1901 vaccine against pseudoviruses coated with the wildtype, D614G, B.1.1.7, or B.1.351 spike proteins. Rats vaccinated with two doses of adjuvanted S-2P retained neutralization activities against the B.1.351 variant, albeit with a slight reduction compared to wildtype. Phase 1 vaccinated subjects showed more reduced neutralization abilities against the B.1.351 variant. The study is among the first, to our knowledge, to demonstrate dose-dependent neutralizing responses against VoCs, particularly against B.1.351, from different doses of antigen in a clinical trial for a subunit protein COVID-19 vaccine. The appearance of vaccine escape variants is a growing concern facing many current COVID-19 vaccines and therapeutics. Strategies should be adopted against the ever-changing nature of these variants. The observations of this study grant us valuable insight into preemptive strikes against current and future variants.;"http://medrxiv.org/cgi/content/short/2021.03.19.21254000v1?rss=1; https://doi.org/10.1101/2021.03.19.21254000";22/3/2021;Vaccination;0.9188
1737;Social Work Education, Research and Practice in India and Australia: An Introduction;10.1007/978-981-15-9797-8_1;The increased interest among social work educators and practitioners from India and Australia has created many pathways for innovative and creative learning opportunities through exchange programs. Social work educators and practitioners in both the countries have proactively engaged in international short-term faculty and student exchanges and field placements, research activities and collaborative initiatives such as workshops, international conferences and joint publishing of social work texts. The authors, from Bharathidasan University (BDU) and James Cook University (JCU), noted the success of these original endeavors and particularly their potential to create momentum beyond the initial activity. They saw that focusing on collaborative social work learning in their own smaller contexts could create positive change and impact in ways they did not anticipate. This experience, replicated in other collaborative activities, provided enormous insights and learning on both sides, leading finally to the idea of documenting cross-cultural perspectives from India and Australia. In this chapter the authors present their perspective on the scenario of social work education, research and practice in India and Australia. Besides, brief summaries of all the chapters of the book are also presented.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7979968/;14/1/2021;Bharathidasan University;0.988
1738;ABO groups can play a role in susceptibility and severity of COVID-19;10.1186/s43168-020-00051-w;"BACKGROUND: A few people infected by the coronavirus become seriously ill, while others show little to no signs of the symptoms, or are asymptomatic. Recent researches are pointing to the fact that the ABO blood group might play an important role in a person’s susceptibility and severity of COVID-19 infection. Aim of the study: try to understand the relationship between ABO groups and COVID-19 (susceptibility and severity). RESULTS: A total of (507) patients were included in this study. The study population was divided based on the ABO blood group into types A+, A−, B+, AB, O+, and O−. Blood group A was associated with high susceptibility of infection: group A, 381 (75.1%); and less common in group O, 97 (19.2%), group B, 18 (3.5%), and group AB, 11 (2.2%). The severity of COVID-19 infection was common in non-blood group O where (20 (7.1%), 4 (26.7%), 2 (11%), and 1 (9%) in type A+, A−, B+, and AB, respectively), while in type O 3.1%. And mechanically ventilated patients were 22 (5.9%), 2 (13.4%), 2 (11.1%), and 1 (1%). Mortality was high in blood groups A and B, 16 (4.37%) and 1 (5.5%), respectively, while in blood group O, it was 1%. CONCLUSION: The incidence, severity, and mortality of COVID-19 were common in non-blood group O. While blood group O was protected against COVID-19.";https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7856613/;3/2/2021;susceptibility and severity;0.9488
1739;Effectiveness modelling of digital contact-tracing solutions for tackling the COVID-19 pandemic;10.1017/s0373463321000175;Since the beginning of the coronavirus (COVID-19) global pandemic, digital contact-tracing applications (apps) have been at the centre of attention as a digital tool to enable citizens to monitor their social distancing, which appears to be one of the leading practices for mitigating the spread of airborne infectious diseases. Many countries have been working towards developing suitable digital contact-tracing apps to allow the measurement of the physical distance between citizens and to alert them when contact with an infected individual has occurred. However, the adoption of digital contact-tracing apps has faced several challenges so far, including interoperability between mobile devices and users’ privacy concerns. There is a need to reach a trade-off between the achievable technical performance of new technology, false-positive rates, and social and behavioural factors. This paper reviews a wide range of factors and classifies them into three categories of technical, epidemiological and social ones, and incorporates these into a compact mathematical model. The paper evaluates the effectiveness of digital contact-tracing apps based on received signal strength measurements. The results highlight the limitations, potential and challenges of the adoption of digital contact-tracing apps.;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8060546/;7/4/2021;coronavirus;0.987
1740;High rates of Antibiotic prescriptions in children with COVID-19 or Multisystem Inflammatory Syndrome: a multinational experience in 990 cases from Latin America.;10.1111/apa.15847;AIM This study aims to assess rates of antibiotic prescriptions and its determinants in in children with COVID-19 or Multisystem Inflammatory Syndrome (MIS-C). METHODS Children < 18 years-old assessed in five Latin Americas countries with a diagnosis of COVID-19 or MIS-C were enrolled. Antibiotic prescriptions and factors associated with their use were assessed. RESULTS A total of 990 children were included: 921 (93%) with COVID-19, 69 (7.0%) with MIS-C. The prevalence of antibiotic use was 24.5% (n = 243). MIS-C with (OR = 45.48) or without (OR = 10.35) cardiac involvement, provision of intensive care (OR = 9.60), need for hospital care (OR = 6.87), pneumonia and/or ARDS detected through chest X-rays (OR = 4.40), administration of systemic corticosteroids (OR = 4.39), oxygen support, mechanical ventilation or CPAP (OR = 2.21), pyrexia (OR = 1.84), and female sex (OR = 1.50) were independently associated with increased use of antibiotics. There was significant variation in antibiotic use across the hospitals. CONCLUSION Our study showed a high rate of antibiotic prescriptions in children with COVID-19, in particular in those with severe disease or MIS-C. Prospective studies are needed to provide better evidence on the recognition and management of bacterial infections in COVID-19 children.;"https://doi.org/10.1111/apa.15847; https://www.ncbi.nlm.nih.gov/pubmed/33742466/";19/3/2021;Multisystem Inflammatory Syndrome;0.9083
1741;Effect of the COVID-19 pandemic on behavioral and psychosocial factors related to oral health in adolescents: a cohort study.;10.1111/ipd.12784;BACKGROUND The impact of the COVID-19 pandemic on behavioral and psychosocial aspects related to oral health are still unknown. AIM This study evaluated the psychosocial and behavioral changes related to oral health in adolescents immediately before and during the pandemic period of COVID-19, enabling a longitudinal assessment of the perceived changes. DESIGN This cohort study evaluated 290 adolescents from November 2019 to February 2020 (T1-before the pandemic in Brazil) and June to July 2020 (T2) in southern Brazil. Sociodemographic, behavioral, and psychosocial variables were measured before and during the pandemic. Issues related to social distancing and job loss were also collected. The differences between the variables in T1 and T2, as well as the effect of social distancing, were assessed using a multilevel adjusted Logistic regression model for repeated measures. RESULTS 207 adolescents were reevaluated at T2 (a response rate of 71.3%). During the pandemic, the frequency of toothbrushing, the use of dental services, and the self-perceived need for dental treatment significantly decreased. Sugar consumption, bruxism, and quality of sleep did not change significantly. CONCLUSION Behavioral and psychosocial factors showed significant changes due to the COVID-19 pandemic in adolescents.;"https://doi.org/10.1111/ipd.12784; https://www.ncbi.nlm.nih.gov/pubmed/33730371/";17/3/2021;BACKGROUND;0.9575
1742;Heat Conduction and Antibacterial Hexagonal Boron Nitride/Polypropylene Nanocomposite Fibrous Membranes for Face Masks with Long-Time Wearing Performance.;10.1021/acsami.0c17800;"Wearing surgical masks is one of the best protective measures to protect humans from viral invasion during the 2019 coronavirus (COVID-19) outbreak. However, wearing surgical masks for extended periods will cause uncomfortable sweltering sense to users and are easy to breed bacteria. Here, we reported a novel fibrous membrane with outstanding comfortability and antibacterial activity prepared by PP ultrafine fiber nonwovens and antibacterial functionalized h-BN nanoparticles (QAC/h-BN). The thermal conductivity of commercial PP nonwovens was only 0.13 W m-1 K-1, but that of the QAC/h-BN/PP nanocomposite fibrous membranes can reach 0.88 W m-1 K-1, an enhancement of 706.5% than commercial PP nonwovens. The surface temperature of commercial PP surgical masks was 31.8 °C when the wearing time was 60 min. In contrast, QAC/h-BN/PP surgical masks can reach 33.6 °C at the same tested time, exhibiting stronger heat dissipation than commercial PP surgical masks. Besides, the antibacterial rates of QAC/h-BN/PP nanocomposite fibrous membranes were 99.3% for E. coli and 96.1% for S. aureus, and their antibacterial mechanism was based on ""contact killing"" without the release of unfavorable biocides. We think that the QAC/h-BN/PP nanocomposite fibrous membranes could provide better protection to people.";"https://doi.org/10.1021/acsami.0c17800; https://www.ncbi.nlm.nih.gov/pubmed/33356094/";23/12/2020;coronavirus;0.9405
1743;The novel coronavirus (COVID-2019) outbreak: Amplification of public health consequences by media exposure.;10.1037/hea0000875;The 2019 novel coronavirus (COVID-2019) has led to a serious outbreak of often severe respiratory disease, which originated in China and has quickly become a global pandemic, with far-reaching consequences that are unprecedented in the modern era. As public health officials seek to contain the virus and mitigate the deleterious effects on worldwide population health, a related threat has emerged: global media exposure to the crisis. We review research suggesting that repeated media exposure to community crisis can lead to increased anxiety, heightened stress responses that can lead to downstream effects on health, and misplaced health-protective and help-seeking behaviors that can overburden health care facilities and tax available resources. We draw from work on previous public health crises (i.e., Ebola and H1N1 outbreaks) and other collective trauma (e.g., terrorist attacks) where media coverage of events had unintended consequences for those at relatively low risk for direct exposure, leading to potentially severe public health repercussions. We conclude with recommendations for individuals, researchers, and public health officials with respect to receiving and providing effective communications during a public health crisis. (PsycInfo Database Record (c) 2020 APA, all rights reserved).;"https://doi.org/10.1037/hea0000875; https://www.ncbi.nlm.nih.gov/pubmed/32202824/";23/3/2020;coronavirus;0.9677
1744;Global Perspective on the Development of Genetically Modified Immune Cells for Cancer Therapy;10.3389/fimmu.2020.608485;Since the first genetically-engineered clinical trial was posted to clinicaltrials.gov in 2003 (NCT00019136), chimeric antigen receptor (CAR) and T-cell receptor (TCR) therapies have exhibited unprecedented growth. USA, China, and Europe have emerged as major sites of investigation as many new biotechnology and established pharmaceutical companies invest in this rapidly evolving field. Although initial studies focused primarily on CD19 as a target antigen, many novel targets are now being evaluated. Next-generation genetic constructs, starting materials, and manufacturing strategies are also being applied to enhance efficacy and safety and to treat solid tumors as well as hematologic malignancies. Fueled by dramatic clinical efficacy and recent regulatory approvals of CD19-targeted CAR cell therapies, the field of engineered cell therapeutics continues to expand. Here, we review all 745 genetically modified CAR and TCR clinical trials with anticipated accrual of over 28,000 patients posted to clinicaltrials.gov until 31(st) of December 2019. We analyze projected patient enrollment, geographic distribution and phase of studies, target antigens and diseases, current strategies for optimizing efficacy and safety, and trials expected to yield important clinical data in the coming 6–12 months.;"https://www.ncbi.nlm.nih.gov/pubmed/33658994/; https://doi.org/10.3389/fimmu.2020.608485";15/2/2021;chimeric antigen receptor;0.9293
1745;Familial oral lichen planus in a 3-year-old boy: a case report with eight years of follow-up.;10.1186/s12903-020-01333-x;BACKGROUND Oral lichen planus (OLP) is a chronic mucocutaneous disease characterized by adult predominance and a prolonged course. However, it is rare in the pediatric population with familial aggregation. CASE PRESENTATION A 3-year-old boy presented with pain and irritation on the oral mucosa while contacting spicy food for 2 months. Oral examination showed widespread whitish reticular and papular lesions on the lips, the dorsum of the tongue, and bilateral buccal mucosa, with diffuse erosions covered with pseudomembrane on the buccal mucosa. The boy's parents were examined to exhibit white reticular and plaque-like lesions on their oral mucosa. The three patients were clinically diagnosed as affected by OLP and histopathologically confirmed. The boy underwent topical treatment with recombinant bovine basic fibroblast growth factor (rb-bFGF) gel, and oral lesions gradually resolved and healed. Neither of his parents received treatment. During the subsequent follow-ups, none of three patients underwent any medical treatment. Fortunately, their lesions had almost faded over 8 years. CONCLUSIONS Our case emphasizes that pediatric OLP should be recorded with family history. Besides, long-term periodic follow-up is recommended in pediatric patients with OLP for monitoring any changes in lesions.;"https://doi.org/10.1186/s12903-020-01333-x; https://www.ncbi.nlm.nih.gov/pubmed/33243193/";26/11/2020;Oral lichen planus;0.9036
1746;The Role of Heart Rate Variability in the Future of Remote Digital Biomarkers;10.3389/fnins.2020.582145;Heart rate variability (HRV) offers insights into humoral, neural and neurovisceral processes in health and disorders of brain, body and behavior but has yet to be fully potentiated in the digital age. Remote measurement technologies (RMTs), such as, smartphones, wearable sensors or home-based devices, can passively capture HRV as a nested parameter of neurovisceral integration and health during everyday life, providing insights across different contexts, such as activities of daily living, therapeutic interventions and behavioral tasks, to compliment ongoing clinical care. Many RMTs measure HRV, even consumer wearables and smartphones, which can be deployed as wearable sensors or digital cameras using photoplethysmography. RMTs that measure HRV provide the opportunity to identify digital biomarkers indicative of changes in health or disease status in disorders where neurovisceral processes are compromised. RMT-based HRV therefore has potential as an adjunct digital biomarker in neurovisceral digital phenotyping that can add continuously updated, objective and relevant data to existing clinical methodologies, aiding the evolution of current “diagnose and treat” care models to a more proactive and holistic approach that pairs established markers with advances in remote digital technology.;"https://www.ncbi.nlm.nih.gov/pubmed/33281545/; https://doi.org/10.3389/fnins.2020.582145";13/11/2020;Heart rate variability;0.9461
